name	symbol	marketcap	price	change	high52	low52	volume	volumeavg	Start of Year
RBC Quant European Dividend Leaders ETF	RPD	"=GoogleFinance(""TSE:RPD"",""marketcap"")"	"=GoogleFinance(""TSE:RPD"",""price"")"	"=GoogleFinance(""TSE:RPD"",""change"")"	"=GoogleFinance(""TSE:RPD"",""high52"")"	"=GoogleFinance(""TSE:RPD"",""low52"")"	"=GoogleFinance(""TSE:RPD"",""volume"")"	"=GoogleFinance(""TSE:RPD"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RPD"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
RBC Quant U.S. Dividend Leaders (CAD Hedged) ETF	RUDH	"=GoogleFinance(""TSE:RUDH"",""marketcap"")"	"=GoogleFinance(""TSE:RUDH"",""price"")"	"=GoogleFinance(""TSE:RUDH"",""change"")"	"=GoogleFinance(""TSE:RUDH"",""high52"")"	"=GoogleFinance(""TSE:RUDH"",""low52"")"	"=GoogleFinance(""TSE:RUDH"",""volume"")"	"=GoogleFinance(""TSE:RUDH"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RUDH"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
RBC Quant U.S. Dividend Leaders ETF	RUD	"=GoogleFinance(""TSE:RUD"",""marketcap"")"	"=GoogleFinance(""TSE:RUD"",""price"")"	"=GoogleFinance(""TSE:RUD"",""change"")"	"=GoogleFinance(""TSE:RUD"",""high52"")"	"=GoogleFinance(""TSE:RUD"",""low52"")"	"=GoogleFinance(""TSE:RUD"",""volume"")"	"=GoogleFinance(""TSE:RUD"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RUD"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
RBC Quant U.S. Equity Leaders (CAD Hedged) ETF	RUEH	"=GoogleFinance(""TSE:RUEH"",""marketcap"")"	"=GoogleFinance(""TSE:RUEH"",""price"")"	"=GoogleFinance(""TSE:RUEH"",""change"")"	"=GoogleFinance(""TSE:RUEH"",""high52"")"	"=GoogleFinance(""TSE:RUEH"",""low52"")"	"=GoogleFinance(""TSE:RUEH"",""volume"")"	"=GoogleFinance(""TSE:RUEH"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RUEH"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
RBC Quant U.S. Equity Leaders ETF	RUE	"=GoogleFinance(""TSE:RUE"",""marketcap"")"	"=GoogleFinance(""TSE:RUE"",""price"")"	"=GoogleFinance(""TSE:RUE"",""change"")"	"=GoogleFinance(""TSE:RUE"",""high52"")"	"=GoogleFinance(""TSE:RUE"",""low52"")"	"=GoogleFinance(""TSE:RUE"",""volume"")"	"=GoogleFinance(""TSE:RUE"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RUE"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
RBC Short Term U.S. Corporate Bond ETF	RUSB	"=GoogleFinance(""TSE:RUSB"",""marketcap"")"	"=GoogleFinance(""TSE:RUSB"",""price"")"	"=GoogleFinance(""TSE:RUSB"",""change"")"	"=GoogleFinance(""TSE:RUSB"",""high52"")"	"=GoogleFinance(""TSE:RUSB"",""low52"")"	"=GoogleFinance(""TSE:RUSB"",""volume"")"	"=GoogleFinance(""TSE:RUSB"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RUSB"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
RBC U.S. Banks Yield (CAD Hedged) Index ETF	RUBH	"=GoogleFinance(""TSE:RUBH"",""marketcap"")"	"=GoogleFinance(""TSE:RUBH"",""price"")"	"=GoogleFinance(""TSE:RUBH"",""change"")"	"=GoogleFinance(""TSE:RUBH"",""high52"")"	"=GoogleFinance(""TSE:RUBH"",""low52"")"	"=GoogleFinance(""TSE:RUBH"",""volume"")"	"=GoogleFinance(""TSE:RUBH"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RUBH"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
RBC U.S. Banks Yield Index ETF	RUBY	"=GoogleFinance(""TSE:RUBY"",""marketcap"")"	"=GoogleFinance(""TSE:RUBY"",""price"")"	"=GoogleFinance(""TSE:RUBY"",""change"")"	"=GoogleFinance(""TSE:RUBY"",""high52"")"	"=GoogleFinance(""TSE:RUBY"",""low52"")"	"=GoogleFinance(""TSE:RUBY"",""volume"")"	"=GoogleFinance(""TSE:RUBY"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RUBY"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Real Estate & E-Commerce Split Corp.	RS	"=GoogleFinance(""TSE:RS"",""marketcap"")"	"=GoogleFinance(""TSE:RS"",""price"")"	"=GoogleFinance(""TSE:RS"",""change"")"	"=GoogleFinance(""TSE:RS"",""high52"")"	"=GoogleFinance(""TSE:RS"",""low52"")"	"=GoogleFinance(""TSE:RS"",""volume"")"	"=GoogleFinance(""TSE:RS"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RS"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Real Matters Inc.	REAL	"=GoogleFinance(""TSE:REAL"",""marketcap"")"	"=GoogleFinance(""TSE:REAL"",""price"")"	"=GoogleFinance(""TSE:REAL"",""change"")"	"=GoogleFinance(""TSE:REAL"",""high52"")"	"=GoogleFinance(""TSE:REAL"",""low52"")"	"=GoogleFinance(""TSE:REAL"",""volume"")"	"=GoogleFinance(""TSE:REAL"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:REAL"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Redline Communications Group Inc.	RDL	"=GoogleFinance(""TSE:RDL"",""marketcap"")"	"=GoogleFinance(""TSE:RDL"",""price"")"	"=GoogleFinance(""TSE:RDL"",""change"")"	"=GoogleFinance(""TSE:RDL"",""high52"")"	"=GoogleFinance(""TSE:RDL"",""low52"")"	"=GoogleFinance(""TSE:RDL"",""volume"")"	"=GoogleFinance(""TSE:RDL"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RDL"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Resolute Forest Products Inc.	RFP	"=GoogleFinance(""TSE:RFP"",""marketcap"")"	"=GoogleFinance(""TSE:RFP"",""price"")"	"=GoogleFinance(""TSE:RFP"",""change"")"	"=GoogleFinance(""TSE:RFP"",""high52"")"	"=GoogleFinance(""TSE:RFP"",""low52"")"	"=GoogleFinance(""TSE:RFP"",""volume"")"	"=GoogleFinance(""TSE:RFP"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RFP"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Restaurant Brands International Inc.	QSR	"=GoogleFinance(""TSE:QSR"",""marketcap"")"	"=GoogleFinance(""TSE:QSR"",""price"")"	"=GoogleFinance(""TSE:QSR"",""change"")"	"=GoogleFinance(""TSE:QSR"",""high52"")"	"=GoogleFinance(""TSE:QSR"",""low52"")"	"=GoogleFinance(""TSE:QSR"",""volume"")"	"=GoogleFinance(""TSE:QSR"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:QSR"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Resverlogix Corp.	RVX	"=GoogleFinance(""TSE:RVX"",""marketcap"")"	"=GoogleFinance(""TSE:RVX"",""price"")"	"=GoogleFinance(""TSE:RVX"",""change"")"	"=GoogleFinance(""TSE:RVX"",""high52"")"	"=GoogleFinance(""TSE:RVX"",""low52"")"	"=GoogleFinance(""TSE:RVX"",""volume"")"	"=GoogleFinance(""TSE:RVX"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RVX"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
RF Capital Group Inc.	RCG	"=GoogleFinance(""TSE:RCG"",""marketcap"")"	"=GoogleFinance(""TSE:RCG"",""price"")"	"=GoogleFinance(""TSE:RCG"",""change"")"	"=GoogleFinance(""TSE:RCG"",""high52"")"	"=GoogleFinance(""TSE:RCG"",""low52"")"	"=GoogleFinance(""TSE:RCG"",""volume"")"	"=GoogleFinance(""TSE:RCG"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RCG"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Richelieu Hardware Ltd.	RCH	"=GoogleFinance(""TSE:RCH"",""marketcap"")"	"=GoogleFinance(""TSE:RCH"",""price"")"	"=GoogleFinance(""TSE:RCH"",""change"")"	"=GoogleFinance(""TSE:RCH"",""high52"")"	"=GoogleFinance(""TSE:RCH"",""low52"")"	"=GoogleFinance(""TSE:RCH"",""volume"")"	"=GoogleFinance(""TSE:RCH"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RCH"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Ritchie Bros. Auctioneers Incorporated	RBA	"=GoogleFinance(""TSE:RBA"",""marketcap"")"	"=GoogleFinance(""TSE:RBA"",""price"")"	"=GoogleFinance(""TSE:RBA"",""change"")"	"=GoogleFinance(""TSE:RBA"",""high52"")"	"=GoogleFinance(""TSE:RBA"",""low52"")"	"=GoogleFinance(""TSE:RBA"",""volume"")"	"=GoogleFinance(""TSE:RBA"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RBA"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Rocky Mountain Dealerships Inc.	RME	"=GoogleFinance(""TSE:RME"",""marketcap"")"	"=GoogleFinance(""TSE:RME"",""price"")"	"=GoogleFinance(""TSE:RME"",""change"")"	"=GoogleFinance(""TSE:RME"",""high52"")"	"=GoogleFinance(""TSE:RME"",""low52"")"	"=GoogleFinance(""TSE:RME"",""volume"")"	"=GoogleFinance(""TSE:RME"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RME"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Rogers Sugar Inc.	RSI	"=GoogleFinance(""TSE:RSI"",""marketcap"")"	"=GoogleFinance(""TSE:RSI"",""price"")"	"=GoogleFinance(""TSE:RSI"",""change"")"	"=GoogleFinance(""TSE:RSI"",""high52"")"	"=GoogleFinance(""TSE:RSI"",""low52"")"	"=GoogleFinance(""TSE:RSI"",""volume"")"	"=GoogleFinance(""TSE:RSI"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RSI"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Roxgold Inc.	ROXG	"=GoogleFinance(""TSE:ROXG"",""marketcap"")"	"=GoogleFinance(""TSE:ROXG"",""price"")"	"=GoogleFinance(""TSE:ROXG"",""change"")"	"=GoogleFinance(""TSE:ROXG"",""high52"")"	"=GoogleFinance(""TSE:ROXG"",""low52"")"	"=GoogleFinance(""TSE:ROXG"",""volume"")"	"=GoogleFinance(""TSE:ROXG"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ROXG"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Royal Bank of Canada	RY	"=GoogleFinance(""TSE:RY"",""marketcap"")"	"=GoogleFinance(""TSE:RY"",""price"")"	"=GoogleFinance(""TSE:RY"",""change"")"	"=GoogleFinance(""TSE:RY"",""high52"")"	"=GoogleFinance(""TSE:RY"",""low52"")"	"=GoogleFinance(""TSE:RY"",""volume"")"	"=GoogleFinance(""TSE:RY"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RY"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Royal Canadian Mint - Canadian Gold Reserves	MNT	"=GoogleFinance(""TSE:MNT"",""marketcap"")"	"=GoogleFinance(""TSE:MNT"",""price"")"	"=GoogleFinance(""TSE:MNT"",""change"")"	"=GoogleFinance(""TSE:MNT"",""high52"")"	"=GoogleFinance(""TSE:MNT"",""low52"")"	"=GoogleFinance(""TSE:MNT"",""volume"")"	"=GoogleFinance(""TSE:MNT"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:MNT"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Royal Canadian Mint - Canadian Silver Reserves	MNS	"=GoogleFinance(""TSE:MNS"",""marketcap"")"	"=GoogleFinance(""TSE:MNS"",""price"")"	"=GoogleFinance(""TSE:MNS"",""change"")"	"=GoogleFinance(""TSE:MNS"",""high52"")"	"=GoogleFinance(""TSE:MNS"",""low52"")"	"=GoogleFinance(""TSE:MNS"",""volume"")"	"=GoogleFinance(""TSE:MNS"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:MNS"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
RTG Mining Inc.	RTG	"=GoogleFinance(""TSE:RTG"",""marketcap"")"	"=GoogleFinance(""TSE:RTG"",""price"")"	"=GoogleFinance(""TSE:RTG"",""change"")"	"=GoogleFinance(""TSE:RTG"",""high52"")"	"=GoogleFinance(""TSE:RTG"",""low52"")"	"=GoogleFinance(""TSE:RTG"",""volume"")"	"=GoogleFinance(""TSE:RTG"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RTG"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Russel Metals Inc.	RUS	"=GoogleFinance(""TSE:RUS"",""marketcap"")"	"=GoogleFinance(""TSE:RUS"",""price"")"	"=GoogleFinance(""TSE:RUS"",""change"")"	"=GoogleFinance(""TSE:RUS"",""high52"")"	"=GoogleFinance(""TSE:RUS"",""low52"")"	"=GoogleFinance(""TSE:RUS"",""volume"")"	"=GoogleFinance(""TSE:RUS"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:RUS"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
S Split Corp.	SBN	"=GoogleFinance(""TSE:SBN"",""marketcap"")"	"=GoogleFinance(""TSE:SBN"",""price"")"	"=GoogleFinance(""TSE:SBN"",""change"")"	"=GoogleFinance(""TSE:SBN"",""high52"")"	"=GoogleFinance(""TSE:SBN"",""low52"")"	"=GoogleFinance(""TSE:SBN"",""volume"")"	"=GoogleFinance(""TSE:SBN"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SBN"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Sabina Gold & Silver Corp.	SBB	"=GoogleFinance(""TSE:SBB"",""marketcap"")"	"=GoogleFinance(""TSE:SBB"",""price"")"	"=GoogleFinance(""TSE:SBB"",""change"")"	"=GoogleFinance(""TSE:SBB"",""high52"")"	"=GoogleFinance(""TSE:SBB"",""low52"")"	"=GoogleFinance(""TSE:SBB"",""volume"")"	"=GoogleFinance(""TSE:SBB"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SBB"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Sagicor Financial Company Ltd.	SFC	"=GoogleFinance(""TSE:SFC"",""marketcap"")"	"=GoogleFinance(""TSE:SFC"",""price"")"	"=GoogleFinance(""TSE:SFC"",""change"")"	"=GoogleFinance(""TSE:SFC"",""high52"")"	"=GoogleFinance(""TSE:SFC"",""low52"")"	"=GoogleFinance(""TSE:SFC"",""volume"")"	"=GoogleFinance(""TSE:SFC"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SFC"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Sandstorm Gold Ltd.	SSL	"=GoogleFinance(""TSE:SSL"",""marketcap"")"	"=GoogleFinance(""TSE:SSL"",""price"")"	"=GoogleFinance(""TSE:SSL"",""change"")"	"=GoogleFinance(""TSE:SSL"",""high52"")"	"=GoogleFinance(""TSE:SSL"",""low52"")"	"=GoogleFinance(""TSE:SSL"",""volume"")"	"=GoogleFinance(""TSE:SSL"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SSL"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Saputo Inc.	SAP	"=GoogleFinance(""TSE:SAP"",""marketcap"")"	"=GoogleFinance(""TSE:SAP"",""price"")"	"=GoogleFinance(""TSE:SAP"",""change"")"	"=GoogleFinance(""TSE:SAP"",""high52"")"	"=GoogleFinance(""TSE:SAP"",""low52"")"	"=GoogleFinance(""TSE:SAP"",""volume"")"	"=GoogleFinance(""TSE:SAP"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SAP"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Savaria Corporation	SIS	"=GoogleFinance(""TSE:SIS"",""marketcap"")"	"=GoogleFinance(""TSE:SIS"",""price"")"	"=GoogleFinance(""TSE:SIS"",""change"")"	"=GoogleFinance(""TSE:SIS"",""high52"")"	"=GoogleFinance(""TSE:SIS"",""low52"")"	"=GoogleFinance(""TSE:SIS"",""volume"")"	"=GoogleFinance(""TSE:SIS"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SIS"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Scandium International Mining Corp.	SCY	"=GoogleFinance(""TSE:SCY"",""marketcap"")"	"=GoogleFinance(""TSE:SCY"",""price"")"	"=GoogleFinance(""TSE:SCY"",""change"")"	"=GoogleFinance(""TSE:SCY"",""high52"")"	"=GoogleFinance(""TSE:SCY"",""low52"")"	"=GoogleFinance(""TSE:SCY"",""volume"")"	"=GoogleFinance(""TSE:SCY"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SCY"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Score Media and Gaming Inc.	SCR	"=GoogleFinance(""TSE:SCR"",""marketcap"")"	"=GoogleFinance(""TSE:SCR"",""price"")"	"=GoogleFinance(""TSE:SCR"",""change"")"	"=GoogleFinance(""TSE:SCR"",""high52"")"	"=GoogleFinance(""TSE:SCR"",""low52"")"	"=GoogleFinance(""TSE:SCR"",""volume"")"	"=GoogleFinance(""TSE:SCR"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SCR"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Scotia Strategic U.S. Equity ETF Portfolio	SUSA	"=GoogleFinance(""TSE:SUSA"",""marketcap"")"	"=GoogleFinance(""TSE:SUSA"",""price"")"	"=GoogleFinance(""TSE:SUSA"",""change"")"	"=GoogleFinance(""TSE:SUSA"",""high52"")"	"=GoogleFinance(""TSE:SUSA"",""low52"")"	"=GoogleFinance(""TSE:SUSA"",""volume"")"	"=GoogleFinance(""TSE:SUSA"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SUSA"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Seabridge Gold Inc.	SEA	"=GoogleFinance(""TSE:SEA"",""marketcap"")"	"=GoogleFinance(""TSE:SEA"",""price"")"	"=GoogleFinance(""TSE:SEA"",""change"")"	"=GoogleFinance(""TSE:SEA"",""high52"")"	"=GoogleFinance(""TSE:SEA"",""low52"")"	"=GoogleFinance(""TSE:SEA"",""volume"")"	"=GoogleFinance(""TSE:SEA"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SEA"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Secure Energy Services Inc.	SES	"=GoogleFinance(""TSE:SES"",""marketcap"")"	"=GoogleFinance(""TSE:SES"",""price"")"	"=GoogleFinance(""TSE:SES"",""change"")"	"=GoogleFinance(""TSE:SES"",""high52"")"	"=GoogleFinance(""TSE:SES"",""low52"")"	"=GoogleFinance(""TSE:SES"",""volume"")"	"=GoogleFinance(""TSE:SES"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SES"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Sentry Select Primary Metals Corp.	PME	"=GoogleFinance(""TSE:PME"",""marketcap"")"	"=GoogleFinance(""TSE:PME"",""price"")"	"=GoogleFinance(""TSE:PME"",""change"")"	"=GoogleFinance(""TSE:PME"",""high52"")"	"=GoogleFinance(""TSE:PME"",""low52"")"	"=GoogleFinance(""TSE:PME"",""volume"")"	"=GoogleFinance(""TSE:PME"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:PME"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Senvest Capital Inc.	SEC	"=GoogleFinance(""TSE:SEC"",""marketcap"")"	"=GoogleFinance(""TSE:SEC"",""price"")"	"=GoogleFinance(""TSE:SEC"",""change"")"	"=GoogleFinance(""TSE:SEC"",""high52"")"	"=GoogleFinance(""TSE:SEC"",""low52"")"	"=GoogleFinance(""TSE:SEC"",""volume"")"	"=GoogleFinance(""TSE:SEC"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SEC"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Seven Generations Energy Ltd.	VII	"=GoogleFinance(""TSE:VII"",""marketcap"")"	"=GoogleFinance(""TSE:VII"",""price"")"	"=GoogleFinance(""TSE:VII"",""change"")"	"=GoogleFinance(""TSE:VII"",""high52"")"	"=GoogleFinance(""TSE:VII"",""low52"")"	"=GoogleFinance(""TSE:VII"",""volume"")"	"=GoogleFinance(""TSE:VII"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:VII"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
ShawCor Ltd.	SCL	"=GoogleFinance(""TSE:SCL"",""marketcap"")"	"=GoogleFinance(""TSE:SCL"",""price"")"	"=GoogleFinance(""TSE:SCL"",""change"")"	"=GoogleFinance(""TSE:SCL"",""high52"")"	"=GoogleFinance(""TSE:SCL"",""low52"")"	"=GoogleFinance(""TSE:SCL"",""volume"")"	"=GoogleFinance(""TSE:SCL"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SCL"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Sherritt International Corporation	S	"=GoogleFinance(""TSE:S"",""marketcap"")"	"=GoogleFinance(""TSE:S"",""price"")"	"=GoogleFinance(""TSE:S"",""change"")"	"=GoogleFinance(""TSE:S"",""high52"")"	"=GoogleFinance(""TSE:S"",""low52"")"	"=GoogleFinance(""TSE:S"",""volume"")"	"=GoogleFinance(""TSE:S"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:S"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Shopify Inc.	SHOP	"=GoogleFinance(""TSE:SHOP"",""marketcap"")"	"=GoogleFinance(""TSE:SHOP"",""price"")"	"=GoogleFinance(""TSE:SHOP"",""change"")"	"=GoogleFinance(""TSE:SHOP"",""high52"")"	"=GoogleFinance(""TSE:SHOP"",""low52"")"	"=GoogleFinance(""TSE:SHOP"",""volume"")"	"=GoogleFinance(""TSE:SHOP"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SHOP"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Sienna Senior Living Inc.	SIA	"=GoogleFinance(""TSE:SIA"",""marketcap"")"	"=GoogleFinance(""TSE:SIA"",""price"")"	"=GoogleFinance(""TSE:SIA"",""change"")"	"=GoogleFinance(""TSE:SIA"",""high52"")"	"=GoogleFinance(""TSE:SIA"",""low52"")"	"=GoogleFinance(""TSE:SIA"",""volume"")"	"=GoogleFinance(""TSE:SIA"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SIA"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Sierra Metals Inc.	SMT	"=GoogleFinance(""TSE:SMT"",""marketcap"")"	"=GoogleFinance(""TSE:SMT"",""price"")"	"=GoogleFinance(""TSE:SMT"",""change"")"	"=GoogleFinance(""TSE:SMT"",""high52"")"	"=GoogleFinance(""TSE:SMT"",""low52"")"	"=GoogleFinance(""TSE:SMT"",""volume"")"	"=GoogleFinance(""TSE:SMT"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SMT"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Sierra Wireless, Inc.	SW	"=GoogleFinance(""TSE:SW"",""marketcap"")"	"=GoogleFinance(""TSE:SW"",""price"")"	"=GoogleFinance(""TSE:SW"",""change"")"	"=GoogleFinance(""TSE:SW"",""high52"")"	"=GoogleFinance(""TSE:SW"",""low52"")"	"=GoogleFinance(""TSE:SW"",""volume"")"	"=GoogleFinance(""TSE:SW"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SW"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Silver Bull Resources, Inc.	SVB	"=GoogleFinance(""TSE:SVB"",""marketcap"")"	"=GoogleFinance(""TSE:SVB"",""price"")"	"=GoogleFinance(""TSE:SVB"",""change"")"	"=GoogleFinance(""TSE:SVB"",""high52"")"	"=GoogleFinance(""TSE:SVB"",""low52"")"	"=GoogleFinance(""TSE:SVB"",""volume"")"	"=GoogleFinance(""TSE:SVB"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SVB"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Silver Elephant Mining Corp.	ELEF	"=GoogleFinance(""TSE:ELEF"",""marketcap"")"	"=GoogleFinance(""TSE:ELEF"",""price"")"	"=GoogleFinance(""TSE:ELEF"",""change"")"	"=GoogleFinance(""TSE:ELEF"",""high52"")"	"=GoogleFinance(""TSE:ELEF"",""low52"")"	"=GoogleFinance(""TSE:ELEF"",""volume"")"	"=GoogleFinance(""TSE:ELEF"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ELEF"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Silvercorp Metals Inc.	SVM	"=GoogleFinance(""TSE:SVM"",""marketcap"")"	"=GoogleFinance(""TSE:SVM"",""price"")"	"=GoogleFinance(""TSE:SVM"",""change"")"	"=GoogleFinance(""TSE:SVM"",""high52"")"	"=GoogleFinance(""TSE:SVM"",""low52"")"	"=GoogleFinance(""TSE:SVM"",""volume"")"	"=GoogleFinance(""TSE:SVM"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SVM"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
SilverCrest Metals Inc.	SIL	"=GoogleFinance(""TSE:SIL"",""marketcap"")"	"=GoogleFinance(""TSE:SIL"",""price"")"	"=GoogleFinance(""TSE:SIL"",""change"")"	"=GoogleFinance(""TSE:SIL"",""high52"")"	"=GoogleFinance(""TSE:SIL"",""low52"")"	"=GoogleFinance(""TSE:SIL"",""volume"")"	"=GoogleFinance(""TSE:SIL"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SIL"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Sleep Country Canada Holdings Inc.	ZZZ	"=GoogleFinance(""TSE:ZZZ"",""marketcap"")"	"=GoogleFinance(""TSE:ZZZ"",""price"")"	"=GoogleFinance(""TSE:ZZZ"",""change"")"	"=GoogleFinance(""TSE:ZZZ"",""high52"")"	"=GoogleFinance(""TSE:ZZZ"",""low52"")"	"=GoogleFinance(""TSE:ZZZ"",""volume"")"	"=GoogleFinance(""TSE:ZZZ"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ZZZ"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
SNC-Lavalin Group Inc.	SNC	"=GoogleFinance(""TSE:SNC"",""marketcap"")"	"=GoogleFinance(""TSE:SNC"",""price"")"	"=GoogleFinance(""TSE:SNC"",""change"")"	"=GoogleFinance(""TSE:SNC"",""high52"")"	"=GoogleFinance(""TSE:SNC"",""low52"")"	"=GoogleFinance(""TSE:SNC"",""volume"")"	"=GoogleFinance(""TSE:SNC"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SNC"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Solitario Zinc Corp.	SLR	"=GoogleFinance(""TSE:SLR"",""marketcap"")"	"=GoogleFinance(""TSE:SLR"",""price"")"	"=GoogleFinance(""TSE:SLR"",""change"")"	"=GoogleFinance(""TSE:SLR"",""high52"")"	"=GoogleFinance(""TSE:SLR"",""low52"")"	"=GoogleFinance(""TSE:SLR"",""volume"")"	"=GoogleFinance(""TSE:SLR"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SLR"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
