name	symbol	marketcap	price	change	high52	low52	volume	volumeavg	Start of Year
SOPerior Fertilizer Corp.	SOP	"=GoogleFinance(""TSE:SOP"",""marketcap"")"	"=GoogleFinance(""TSE:SOP"",""price"")"	"=GoogleFinance(""TSE:SOP"",""change"")"	"=GoogleFinance(""TSE:SOP"",""high52"")"	"=GoogleFinance(""TSE:SOP"",""low52"")"	"=GoogleFinance(""TSE:SOP"",""volume"")"	"=GoogleFinance(""TSE:SOP"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SOP"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Source Energy Services Ltd.	SHLE	"=GoogleFinance(""TSE:SHLE"",""marketcap"")"	"=GoogleFinance(""TSE:SHLE"",""price"")"	"=GoogleFinance(""TSE:SHLE"",""change"")"	"=GoogleFinance(""TSE:SHLE"",""high52"")"	"=GoogleFinance(""TSE:SHLE"",""low52"")"	"=GoogleFinance(""TSE:SHLE"",""volume"")"	"=GoogleFinance(""TSE:SHLE"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SHLE"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
SouthGobi Resources Ltd.	SGQ	"=GoogleFinance(""TSE:SGQ"",""marketcap"")"	"=GoogleFinance(""TSE:SGQ"",""price"")"	"=GoogleFinance(""TSE:SGQ"",""change"")"	"=GoogleFinance(""TSE:SGQ"",""high52"")"	"=GoogleFinance(""TSE:SGQ"",""low52"")"	"=GoogleFinance(""TSE:SGQ"",""volume"")"	"=GoogleFinance(""TSE:SGQ"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SGQ"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Spark Power Group Inc.	SPG	"=GoogleFinance(""TSE:SPG"",""marketcap"")"	"=GoogleFinance(""TSE:SPG"",""price"")"	"=GoogleFinance(""TSE:SPG"",""change"")"	"=GoogleFinance(""TSE:SPG"",""high52"")"	"=GoogleFinance(""TSE:SPG"",""low52"")"	"=GoogleFinance(""TSE:SPG"",""volume"")"	"=GoogleFinance(""TSE:SPG"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SPG"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Spectral Medical Inc.	EDT	"=GoogleFinance(""TSE:EDT"",""marketcap"")"	"=GoogleFinance(""TSE:EDT"",""price"")"	"=GoogleFinance(""TSE:EDT"",""change"")"	"=GoogleFinance(""TSE:EDT"",""high52"")"	"=GoogleFinance(""TSE:EDT"",""low52"")"	"=GoogleFinance(""TSE:EDT"",""volume"")"	"=GoogleFinance(""TSE:EDT"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:EDT"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Spin Master Corp.	TOY	"=GoogleFinance(""TSE:TOY"",""marketcap"")"	"=GoogleFinance(""TSE:TOY"",""price"")"	"=GoogleFinance(""TSE:TOY"",""change"")"	"=GoogleFinance(""TSE:TOY"",""high52"")"	"=GoogleFinance(""TSE:TOY"",""low52"")"	"=GoogleFinance(""TSE:TOY"",""volume"")"	"=GoogleFinance(""TSE:TOY"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:TOY"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Sprott Inc.	SII	"=GoogleFinance(""TSE:SII"",""marketcap"")"	"=GoogleFinance(""TSE:SII"",""price"")"	"=GoogleFinance(""TSE:SII"",""change"")"	"=GoogleFinance(""TSE:SII"",""high52"")"	"=GoogleFinance(""TSE:SII"",""low52"")"	"=GoogleFinance(""TSE:SII"",""volume"")"	"=GoogleFinance(""TSE:SII"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SII"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Sprott Physical Gold and Silver Trust	CEF	"=GoogleFinance(""TSE:CEF"",""marketcap"")"	"=GoogleFinance(""TSE:CEF"",""price"")"	"=GoogleFinance(""TSE:CEF"",""change"")"	"=GoogleFinance(""TSE:CEF"",""high52"")"	"=GoogleFinance(""TSE:CEF"",""low52"")"	"=GoogleFinance(""TSE:CEF"",""volume"")"	"=GoogleFinance(""TSE:CEF"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:CEF"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Sprott Physical Gold Trust	PHYS	"=GoogleFinance(""TSE:PHYS"",""marketcap"")"	"=GoogleFinance(""TSE:PHYS"",""price"")"	"=GoogleFinance(""TSE:PHYS"",""change"")"	"=GoogleFinance(""TSE:PHYS"",""high52"")"	"=GoogleFinance(""TSE:PHYS"",""low52"")"	"=GoogleFinance(""TSE:PHYS"",""volume"")"	"=GoogleFinance(""TSE:PHYS"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:PHYS"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Sprott Physical Platinum and Palladium Trust	SPPP	"=GoogleFinance(""TSE:SPPP"",""marketcap"")"	"=GoogleFinance(""TSE:SPPP"",""price"")"	"=GoogleFinance(""TSE:SPPP"",""change"")"	"=GoogleFinance(""TSE:SPPP"",""high52"")"	"=GoogleFinance(""TSE:SPPP"",""low52"")"	"=GoogleFinance(""TSE:SPPP"",""volume"")"	"=GoogleFinance(""TSE:SPPP"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SPPP"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Sprott Physical Silver Trust	PSLV	"=GoogleFinance(""TSE:PSLV"",""marketcap"")"	"=GoogleFinance(""TSE:PSLV"",""price"")"	"=GoogleFinance(""TSE:PSLV"",""change"")"	"=GoogleFinance(""TSE:PSLV"",""high52"")"	"=GoogleFinance(""TSE:PSLV"",""low52"")"	"=GoogleFinance(""TSE:PSLV"",""volume"")"	"=GoogleFinance(""TSE:PSLV"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:PSLV"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
SRHI Inc.	SRHI	"=GoogleFinance(""TSE:SRHI"",""marketcap"")"	"=GoogleFinance(""TSE:SRHI"",""price"")"	"=GoogleFinance(""TSE:SRHI"",""change"")"	"=GoogleFinance(""TSE:SRHI"",""high52"")"	"=GoogleFinance(""TSE:SRHI"",""low52"")"	"=GoogleFinance(""TSE:SRHI"",""volume"")"	"=GoogleFinance(""TSE:SRHI"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SRHI"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
SSR Mining Inc.	SSRM	"=GoogleFinance(""TSE:SSRM"",""marketcap"")"	"=GoogleFinance(""TSE:SSRM"",""price"")"	"=GoogleFinance(""TSE:SSRM"",""change"")"	"=GoogleFinance(""TSE:SSRM"",""high52"")"	"=GoogleFinance(""TSE:SSRM"",""low52"")"	"=GoogleFinance(""TSE:SSRM"",""volume"")"	"=GoogleFinance(""TSE:SSRM"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SSRM"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
St. Augustine Gold and Copper Limited	SAU	"=GoogleFinance(""TSE:SAU"",""marketcap"")"	"=GoogleFinance(""TSE:SAU"",""price"")"	"=GoogleFinance(""TSE:SAU"",""change"")"	"=GoogleFinance(""TSE:SAU"",""high52"")"	"=GoogleFinance(""TSE:SAU"",""low52"")"	"=GoogleFinance(""TSE:SAU"",""volume"")"	"=GoogleFinance(""TSE:SAU"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SAU"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
StageZero Life Sciences Ltd.	SZLS	"=GoogleFinance(""TSE:SZLS"",""marketcap"")"	"=GoogleFinance(""TSE:SZLS"",""price"")"	"=GoogleFinance(""TSE:SZLS"",""change"")"	"=GoogleFinance(""TSE:SZLS"",""high52"")"	"=GoogleFinance(""TSE:SZLS"",""low52"")"	"=GoogleFinance(""TSE:SZLS"",""volume"")"	"=GoogleFinance(""TSE:SZLS"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SZLS"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Stantec Inc.	STN	"=GoogleFinance(""TSE:STN"",""marketcap"")"	"=GoogleFinance(""TSE:STN"",""price"")"	"=GoogleFinance(""TSE:STN"",""change"")"	"=GoogleFinance(""TSE:STN"",""high52"")"	"=GoogleFinance(""TSE:STN"",""low52"")"	"=GoogleFinance(""TSE:STN"",""volume"")"	"=GoogleFinance(""TSE:STN"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:STN"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Starcore International Mines Ltd.	SAM	"=GoogleFinance(""TSE:SAM"",""marketcap"")"	"=GoogleFinance(""TSE:SAM"",""price"")"	"=GoogleFinance(""TSE:SAM"",""change"")"	"=GoogleFinance(""TSE:SAM"",""high52"")"	"=GoogleFinance(""TSE:SAM"",""low52"")"	"=GoogleFinance(""TSE:SAM"",""volume"")"	"=GoogleFinance(""TSE:SAM"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SAM"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Stelco Holdings Inc.	STLC	"=GoogleFinance(""TSE:STLC"",""marketcap"")"	"=GoogleFinance(""TSE:STLC"",""price"")"	"=GoogleFinance(""TSE:STLC"",""change"")"	"=GoogleFinance(""TSE:STLC"",""high52"")"	"=GoogleFinance(""TSE:STLC"",""low52"")"	"=GoogleFinance(""TSE:STLC"",""volume"")"	"=GoogleFinance(""TSE:STLC"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:STLC"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Stella-Jones Inc.	SJ	"=GoogleFinance(""TSE:SJ"",""marketcap"")"	"=GoogleFinance(""TSE:SJ"",""price"")"	"=GoogleFinance(""TSE:SJ"",""change"")"	"=GoogleFinance(""TSE:SJ"",""high52"")"	"=GoogleFinance(""TSE:SJ"",""low52"")"	"=GoogleFinance(""TSE:SJ"",""volume"")"	"=GoogleFinance(""TSE:SJ"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SJ"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
STEP Energy Services Ltd.	STEP	"=GoogleFinance(""TSE:STEP"",""marketcap"")"	"=GoogleFinance(""TSE:STEP"",""price"")"	"=GoogleFinance(""TSE:STEP"",""change"")"	"=GoogleFinance(""TSE:STEP"",""high52"")"	"=GoogleFinance(""TSE:STEP"",""low52"")"	"=GoogleFinance(""TSE:STEP"",""volume"")"	"=GoogleFinance(""TSE:STEP"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:STEP"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Steppe Gold Ltd.	STGO	"=GoogleFinance(""TSE:STGO"",""marketcap"")"	"=GoogleFinance(""TSE:STGO"",""price"")"	"=GoogleFinance(""TSE:STGO"",""change"")"	"=GoogleFinance(""TSE:STGO"",""high52"")"	"=GoogleFinance(""TSE:STGO"",""low52"")"	"=GoogleFinance(""TSE:STGO"",""volume"")"	"=GoogleFinance(""TSE:STGO"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:STGO"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Storm Resources Ltd.	SRX	"=GoogleFinance(""TSE:SRX"",""marketcap"")"	"=GoogleFinance(""TSE:SRX"",""price"")"	"=GoogleFinance(""TSE:SRX"",""change"")"	"=GoogleFinance(""TSE:SRX"",""high52"")"	"=GoogleFinance(""TSE:SRX"",""low52"")"	"=GoogleFinance(""TSE:SRX"",""volume"")"	"=GoogleFinance(""TSE:SRX"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SRX"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Sulliden Mining Capital Inc.	SMC	"=GoogleFinance(""TSE:SMC"",""marketcap"")"	"=GoogleFinance(""TSE:SMC"",""price"")"	"=GoogleFinance(""TSE:SMC"",""change"")"	"=GoogleFinance(""TSE:SMC"",""high52"")"	"=GoogleFinance(""TSE:SMC"",""low52"")"	"=GoogleFinance(""TSE:SMC"",""volume"")"	"=GoogleFinance(""TSE:SMC"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SMC"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Sun Life Financial Inc.	SLF	"=GoogleFinance(""TSE:SLF"",""marketcap"")"	"=GoogleFinance(""TSE:SLF"",""price"")"	"=GoogleFinance(""TSE:SLF"",""change"")"	"=GoogleFinance(""TSE:SLF"",""high52"")"	"=GoogleFinance(""TSE:SLF"",""low52"")"	"=GoogleFinance(""TSE:SLF"",""volume"")"	"=GoogleFinance(""TSE:SLF"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SLF"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Suncor Energy Inc.	SU	"=GoogleFinance(""TSE:SU"",""marketcap"")"	"=GoogleFinance(""TSE:SU"",""price"")"	"=GoogleFinance(""TSE:SU"",""change"")"	"=GoogleFinance(""TSE:SU"",""high52"")"	"=GoogleFinance(""TSE:SU"",""low52"")"	"=GoogleFinance(""TSE:SU"",""volume"")"	"=GoogleFinance(""TSE:SU"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SU"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
SunOpta, Inc.	SOY	"=GoogleFinance(""TSE:SOY"",""marketcap"")"	"=GoogleFinance(""TSE:SOY"",""price"")"	"=GoogleFinance(""TSE:SOY"",""change"")"	"=GoogleFinance(""TSE:SOY"",""high52"")"	"=GoogleFinance(""TSE:SOY"",""low52"")"	"=GoogleFinance(""TSE:SOY"",""volume"")"	"=GoogleFinance(""TSE:SOY"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SOY"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Sunwah International Limited	SWH	"=GoogleFinance(""TSE:SWH"",""marketcap"")"	"=GoogleFinance(""TSE:SWH"",""price"")"	"=GoogleFinance(""TSE:SWH"",""change"")"	"=GoogleFinance(""TSE:SWH"",""high52"")"	"=GoogleFinance(""TSE:SWH"",""low52"")"	"=GoogleFinance(""TSE:SWH"",""volume"")"	"=GoogleFinance(""TSE:SWH"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SWH"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Superior Plus Corp.	SPB	"=GoogleFinance(""TSE:SPB"",""marketcap"")"	"=GoogleFinance(""TSE:SPB"",""price"")"	"=GoogleFinance(""TSE:SPB"",""change"")"	"=GoogleFinance(""TSE:SPB"",""high52"")"	"=GoogleFinance(""TSE:SPB"",""low52"")"	"=GoogleFinance(""TSE:SPB"",""volume"")"	"=GoogleFinance(""TSE:SPB"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SPB"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Supreme Cannabis Company, Inc. (The)	FIRE	"=GoogleFinance(""TSE:FIRE"",""marketcap"")"	"=GoogleFinance(""TSE:FIRE"",""price"")"	"=GoogleFinance(""TSE:FIRE"",""change"")"	"=GoogleFinance(""TSE:FIRE"",""high52"")"	"=GoogleFinance(""TSE:FIRE"",""low52"")"	"=GoogleFinance(""TSE:FIRE"",""volume"")"	"=GoogleFinance(""TSE:FIRE"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:FIRE"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Supremex Inc.	SXP	"=GoogleFinance(""TSE:SXP"",""marketcap"")"	"=GoogleFinance(""TSE:SXP"",""price"")"	"=GoogleFinance(""TSE:SXP"",""change"")"	"=GoogleFinance(""TSE:SXP"",""high52"")"	"=GoogleFinance(""TSE:SXP"",""low52"")"	"=GoogleFinance(""TSE:SXP"",""volume"")"	"=GoogleFinance(""TSE:SXP"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SXP"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Surge Energy Inc.	SGY	"=GoogleFinance(""TSE:SGY"",""marketcap"")"	"=GoogleFinance(""TSE:SGY"",""price"")"	"=GoogleFinance(""TSE:SGY"",""change"")"	"=GoogleFinance(""TSE:SGY"",""high52"")"	"=GoogleFinance(""TSE:SGY"",""low52"")"	"=GoogleFinance(""TSE:SGY"",""volume"")"	"=GoogleFinance(""TSE:SGY"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SGY"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Swiss Water Decaffeinated Coffee Inc.	SWP	"=GoogleFinance(""TSE:SWP"",""marketcap"")"	"=GoogleFinance(""TSE:SWP"",""price"")"	"=GoogleFinance(""TSE:SWP"",""change"")"	"=GoogleFinance(""TSE:SWP"",""high52"")"	"=GoogleFinance(""TSE:SWP"",""low52"")"	"=GoogleFinance(""TSE:SWP"",""volume"")"	"=GoogleFinance(""TSE:SWP"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SWP"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Synex International Inc.	SXI	"=GoogleFinance(""TSE:SXI"",""marketcap"")"	"=GoogleFinance(""TSE:SXI"",""price"")"	"=GoogleFinance(""TSE:SXI"",""change"")"	"=GoogleFinance(""TSE:SXI"",""high52"")"	"=GoogleFinance(""TSE:SXI"",""low52"")"	"=GoogleFinance(""TSE:SXI"",""volume"")"	"=GoogleFinance(""TSE:SXI"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SXI"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Taiga Building Products Ltd.	TBL	"=GoogleFinance(""TSE:TBL"",""marketcap"")"	"=GoogleFinance(""TSE:TBL"",""price"")"	"=GoogleFinance(""TSE:TBL"",""change"")"	"=GoogleFinance(""TSE:TBL"",""high52"")"	"=GoogleFinance(""TSE:TBL"",""low52"")"	"=GoogleFinance(""TSE:TBL"",""volume"")"	"=GoogleFinance(""TSE:TBL"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:TBL"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Talisker Resources Ltd.	TSK	"=GoogleFinance(""TSE:TSK"",""marketcap"")"	"=GoogleFinance(""TSE:TSK"",""price"")"	"=GoogleFinance(""TSE:TSK"",""change"")"	"=GoogleFinance(""TSE:TSK"",""high52"")"	"=GoogleFinance(""TSE:TSK"",""low52"")"	"=GoogleFinance(""TSE:TSK"",""volume"")"	"=GoogleFinance(""TSE:TSK"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:TSK"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Talon Metals Corp.	TLO	"=GoogleFinance(""TSE:TLO"",""marketcap"")"	"=GoogleFinance(""TSE:TLO"",""price"")"	"=GoogleFinance(""TSE:TLO"",""change"")"	"=GoogleFinance(""TSE:TLO"",""high52"")"	"=GoogleFinance(""TSE:TLO"",""low52"")"	"=GoogleFinance(""TSE:TLO"",""volume"")"	"=GoogleFinance(""TSE:TLO"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:TLO"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Tamarack Valley Energy Ltd.	TVE	"=GoogleFinance(""TSE:TVE"",""marketcap"")"	"=GoogleFinance(""TSE:TVE"",""price"")"	"=GoogleFinance(""TSE:TVE"",""change"")"	"=GoogleFinance(""TSE:TVE"",""high52"")"	"=GoogleFinance(""TSE:TVE"",""low52"")"	"=GoogleFinance(""TSE:TVE"",""volume"")"	"=GoogleFinance(""TSE:TVE"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:TVE"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Taseko Mines Limited	TKO	"=GoogleFinance(""TSE:TKO"",""marketcap"")"	"=GoogleFinance(""TSE:TKO"",""price"")"	"=GoogleFinance(""TSE:TKO"",""change"")"	"=GoogleFinance(""TSE:TKO"",""high52"")"	"=GoogleFinance(""TSE:TKO"",""low52"")"	"=GoogleFinance(""TSE:TKO"",""volume"")"	"=GoogleFinance(""TSE:TKO"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:TKO"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
TC Energy Corporation	TRP	"=GoogleFinance(""TSE:TRP"",""marketcap"")"	"=GoogleFinance(""TSE:TRP"",""price"")"	"=GoogleFinance(""TSE:TRP"",""change"")"	"=GoogleFinance(""TSE:TRP"",""high52"")"	"=GoogleFinance(""TSE:TRP"",""low52"")"	"=GoogleFinance(""TSE:TRP"",""volume"")"	"=GoogleFinance(""TSE:TRP"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:TRP"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
TD Active U.S. Enhanced Dividend ETF	TUED	"=GoogleFinance(""TSE:TUED"",""marketcap"")"	"=GoogleFinance(""TSE:TUED"",""price"")"	"=GoogleFinance(""TSE:TUED"",""change"")"	"=GoogleFinance(""TSE:TUED"",""high52"")"	"=GoogleFinance(""TSE:TUED"",""low52"")"	"=GoogleFinance(""TSE:TUED"",""volume"")"	"=GoogleFinance(""TSE:TUED"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:TUED"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
TD Active U.S. High Yield Bond ETF	TUHY	"=GoogleFinance(""TSE:TUHY"",""marketcap"")"	"=GoogleFinance(""TSE:TUHY"",""price"")"	"=GoogleFinance(""TSE:TUHY"",""change"")"	"=GoogleFinance(""TSE:TUHY"",""high52"")"	"=GoogleFinance(""TSE:TUHY"",""low52"")"	"=GoogleFinance(""TSE:TUHY"",""volume"")"	"=GoogleFinance(""TSE:TUHY"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:TUHY"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
TD Morningstar ESG U.S. Equity Index ETF	TMEU	"=GoogleFinance(""TSE:TMEU"",""marketcap"")"	"=GoogleFinance(""TSE:TMEU"",""price"")"	"=GoogleFinance(""TSE:TMEU"",""change"")"	"=GoogleFinance(""TSE:TMEU"",""high52"")"	"=GoogleFinance(""TSE:TMEU"",""low52"")"	"=GoogleFinance(""TSE:TMEU"",""volume"")"	"=GoogleFinance(""TSE:TMEU"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:TMEU"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
TD Q U.S. Low Volatility ETF	TULV	"=GoogleFinance(""TSE:TULV"",""marketcap"")"	"=GoogleFinance(""TSE:TULV"",""price"")"	"=GoogleFinance(""TSE:TULV"",""change"")"	"=GoogleFinance(""TSE:TULV"",""high52"")"	"=GoogleFinance(""TSE:TULV"",""low52"")"	"=GoogleFinance(""TSE:TULV"",""volume"")"	"=GoogleFinance(""TSE:TULV"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:TULV"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
TD Q U.S. Small-Mid-Cap Equity ETF	TQSM	"=GoogleFinance(""TSE:TQSM"",""marketcap"")"	"=GoogleFinance(""TSE:TQSM"",""price"")"	"=GoogleFinance(""TSE:TQSM"",""change"")"	"=GoogleFinance(""TSE:TQSM"",""high52"")"	"=GoogleFinance(""TSE:TQSM"",""low52"")"	"=GoogleFinance(""TSE:TQSM"",""volume"")"	"=GoogleFinance(""TSE:TQSM"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:TQSM"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
TD Select U.S. Short Term Corporate Bond Ladder ETF	TUSB	"=GoogleFinance(""TSE:TUSB"",""marketcap"")"	"=GoogleFinance(""TSE:TUSB"",""price"")"	"=GoogleFinance(""TSE:TUSB"",""change"")"	"=GoogleFinance(""TSE:TUSB"",""high52"")"	"=GoogleFinance(""TSE:TUSB"",""low52"")"	"=GoogleFinance(""TSE:TUSB"",""volume"")"	"=GoogleFinance(""TSE:TUSB"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:TUSB"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
TD U.S. Equity CAD Hedged Index ETF	THU	"=GoogleFinance(""TSE:THU"",""marketcap"")"	"=GoogleFinance(""TSE:THU"",""price"")"	"=GoogleFinance(""TSE:THU"",""change"")"	"=GoogleFinance(""TSE:THU"",""high52"")"	"=GoogleFinance(""TSE:THU"",""low52"")"	"=GoogleFinance(""TSE:THU"",""volume"")"	"=GoogleFinance(""TSE:THU"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:THU"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
TD U.S. Equity Index ETF	TPU	"=GoogleFinance(""TSE:TPU"",""marketcap"")"	"=GoogleFinance(""TSE:TPU"",""price"")"	"=GoogleFinance(""TSE:TPU"",""change"")"	"=GoogleFinance(""TSE:TPU"",""high52"")"	"=GoogleFinance(""TSE:TPU"",""low52"")"	"=GoogleFinance(""TSE:TPU"",""volume"")"	"=GoogleFinance(""TSE:TPU"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:TPU"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
TD U.S. Long Term Treasury Bond ETF	TULB	"=GoogleFinance(""TSE:TULB"",""marketcap"")"	"=GoogleFinance(""TSE:TULB"",""price"")"	"=GoogleFinance(""TSE:TULB"",""change"")"	"=GoogleFinance(""TSE:TULB"",""high52"")"	"=GoogleFinance(""TSE:TULB"",""low52"")"	"=GoogleFinance(""TSE:TULB"",""volume"")"	"=GoogleFinance(""TSE:TULB"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:TULB"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
TDb Split Corp.	XTD	"=GoogleFinance(""TSE:XTD"",""marketcap"")"	"=GoogleFinance(""TSE:XTD"",""price"")"	"=GoogleFinance(""TSE:XTD"",""change"")"	"=GoogleFinance(""TSE:XTD"",""high52"")"	"=GoogleFinance(""TSE:XTD"",""low52"")"	"=GoogleFinance(""TSE:XTD"",""volume"")"	"=GoogleFinance(""TSE:XTD"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XTD"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
TECSYS Inc.	TCS	"=GoogleFinance(""TSE:TCS"",""marketcap"")"	"=GoogleFinance(""TSE:TCS"",""price"")"	"=GoogleFinance(""TSE:TCS"",""change"")"	"=GoogleFinance(""TSE:TCS"",""high52"")"	"=GoogleFinance(""TSE:TCS"",""low52"")"	"=GoogleFinance(""TSE:TCS"",""volume"")"	"=GoogleFinance(""TSE:TCS"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:TCS"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
TeraGo Inc.	TGO	"=GoogleFinance(""TSE:TGO"",""marketcap"")"	"=GoogleFinance(""TSE:TGO"",""price"")"	"=GoogleFinance(""TSE:TGO"",""change"")"	"=GoogleFinance(""TSE:TGO"",""high52"")"	"=GoogleFinance(""TSE:TGO"",""low52"")"	"=GoogleFinance(""TSE:TGO"",""volume"")"	"=GoogleFinance(""TSE:TGO"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:TGO"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Teranga Gold Corporation	TGZ	"=GoogleFinance(""TSE:TGZ"",""marketcap"")"	"=GoogleFinance(""TSE:TGZ"",""price"")"	"=GoogleFinance(""TSE:TGZ"",""change"")"	"=GoogleFinance(""TSE:TGZ"",""high52"")"	"=GoogleFinance(""TSE:TGZ"",""low52"")"	"=GoogleFinance(""TSE:TGZ"",""volume"")"	"=GoogleFinance(""TSE:TGZ"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:TGZ"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
